id,topic,style,type,ko,en,model,prompt_version,created_at,split
6108,교통,조언/상담 스타일,명령/요청문,버스를 탈 때는 정류장에서 기다려.,Wait at the bus stop when you want to board.,gpt-4o-mini,v2_structured,20251205_160208,train
675,일상생활,뉴스 기사체,조건문,책을 읽으면 지식을 늘릴 수 있어요.,"If you read books, you can expand your knowledge.",gpt-4o-mini,v2_structured,20251205_160208,train
6329,고객센터,SNS 스타일,원인·결과문,내가 요청한 서비스가 잘못됐다고 알려줬어.,They informed me that the service I requested was incorrect.,gpt-4o-mini,v2_structured,20251205_160208,train
5677,기후/날씨,고객센터 안내 스타일,원인·결과문,태양의 자외선이 강해지면 피부에 해로워요.,Increased UV radiation from the sun can be harmful to your skin.,gpt-4o-mini,v2_structured,20251205_160208,train
3842,감정표현,대화체,원인·결과문,사랑에 빠졌으니 매일매일 행복해.,I'm happy every day because I'm in love.,gpt-4o-mini,v2_structured,20251205_160208,train
1816,식당,조언/상담 스타일,비교문,"이곳은 주차가 쉽지만, 저기는 어렵지.","Parking is easy here, while it's difficult over there.",gpt-4o-mini,v2_structured,20251205_160208,train
7592,직장 관계,대화체,단문,보고서 제출 기한이 언제야?,When is the deadline for the report submission?,gpt-4o-mini,v2_structured,20251205_160208,train
9342,사회/뉴스,감정 표현 스타일,조건문,"자신의 목소리를 내는 것이 중요하다면, 많은 사람들이 나설 것입니다.","If it’s important to speak up, many people will step forward.",gpt-4o-mini,v2_structured,20251205_160208,train
8731,자기계발,뉴스 기사체,단문,자신을 돌아보는 시간이 필요해요.,You need time to reflect on yourself.,gpt-4o-mini,v2_structured,20251205_160208,train
4654,경제/금융,조언/상담 스타일,비교문,단기 이익을 원한다면 주식이 더 유리해.,"If you're looking for short-term gains, stocks are generally more favorable.",gpt-4o-mini,v2_structured,20251205_160208,train
6524,고객센터,조언/상담 스타일,단문,이용 약관을 읽어보셨나요?,Have you read the terms of service?,gpt-4o-mini,v2_structured,20251205_160208,train
2101,기술,뉴스 기사체,조건문,새로운 소프트웨어를 사용하면 생산성을 높일 수 있다.,Using new software can enhance productivity.,gpt-4o-mini,v2_structured,20251205_160208,train
6884,문화/예술,기술 설명체,복문,한국의 전통 음악은 지역마다 다채로운 특징을 지닌다.,Traditional Korean music exhibits diverse characteristics that vary by region.,gpt-4o-mini,v2_structured,20251205_160208,train
1674,식당,기술 설명체,복문,점심 시간에는 특별 메뉴가 제공됩니다.,A special menu is offered during lunch hours.,gpt-4o-mini,v2_structured,20251205_160208,train
2102,기술,뉴스 기사체,조건문,자동차가 자율주행으로 발전하면 사고가 줄어들 것이다.,"If cars develop autonomous driving, the number of accidents will decrease.",gpt-4o-mini,v2_structured,20251205_160208,train
4214,감정표현,고객센터 안내 스타일,복문,"고객님, 불편을 드려서 죄송합니다.",We sincerely apologize for any inconvenience you may have experienced.,gpt-4o-mini,v2_structured,20251205_160208,train
6212,고객센터,대화체,원인·결과문,제품이 손상되어 도착했어요.,The product arrived damaged.,gpt-4o-mini,v2_structured,20251205_160208,train
1549,식당,SNS 스타일,단문,인테리어가 너무 예뻐.,The interior design is so pretty.,gpt-4o-mini,v2_structured,20251205_160208,train
5717,교통,대화체,조건문,차를 가지고 나가면 주차 공간을 미리 찾아봐야 해.,"If you're driving, you should look for parking space beforehand.",gpt-4o-mini,v2_structured,20251205_160208,train
3324,교육,고객센터 안내 스타일,명령/요청문,교실 위치를 알고 싶어.,I want to know the location of the classroom.,gpt-4o-mini,v2_structured,20251205_160208,train
8580,자기계발,대화체,비교문,작은 변화가 큰 결과를 가져온다고 믿어.,I believe that small changes can lead to significant results.,gpt-4o-mini,v2_structured,20251205_160208,train
356,여행,감정 표현 스타일,명령/요청문,시간이 정말 아까워.,Time is truly precious.,gpt-4o-mini,v2_structured,20251205_160208,train
5185,스포츠,고객센터 안내 스타일,조건문,"이벤트에 참여하고 싶다면, 미리 등록해야 해요.","If you want to participate in the event, you need to register in advance.",gpt-4o-mini,v2_structured,20251205_160208,train
1462,식당,대화체,비교문,나는 이곳의 분위기가 저곳보다 더 편안하다고 느껴.,I feel that the ambiance here is more relaxing than over there.,gpt-4o-mini,v2_structured,20251205_160208,train
9033,사회/뉴스,대화체,복문,이번 주 뉴스에서는 국제 문제에 대한 심층 보도가 많았어.,This week's news featured extensive coverage of international issues.,gpt-4o-mini,v2_structured,20251205_160208,train
8911,자기계발,조언/상담 스타일,복문,실패를 두려워하지 않고 도전해야 해.,You should challenge yourself without fearing failure.,gpt-4o-mini,v2_structured,20251205_160208,train
3221,교육,조언/상담 스타일,복문,학습 계획을 세우는 것이 중요해요.,It's important to create a study plan.,gpt-4o-mini,v2_structured,20251205_160208,train
7793,직장 관계,뉴스 기사체,조건문,비즈니스 미팅에서의 예의가 상대방에게 긍정적인 인상을 줄 수 있다.,Proper etiquette during business meetings can leave a positive impression on the other party.,gpt-4o-mini,v2_structured,20251205_160208,train
5148,스포츠,조언/상담 스타일,원인·결과문,"자신감을 갖는 것이 중요해, 왜냐하면 경기에 영향을 미치거든.",Having confidence is important because it influences your performance in the game.,gpt-4o-mini,v2_structured,20251205_160208,train
7037,문화/예술,조언/상담 스타일,원인·결과문,미술관에 가면 창의력을 자극받을 수 있어.,Visiting an art gallery can inspire your creativity.,gpt-4o-mini,v2_structured,20251205_160208,train
1752,식당,감정 표현 스타일,비교문,"이탈리안 식당의 파스타는 다른 곳보다 가격이 비싸지만, 그만큼 가치가 있어.","The pasta at this Italian restaurant is more expensive than elsewhere, but it's worth every penny.",gpt-4o-mini,v2_structured,20251205_160208,train
7149,쇼핑,대화체,비교문,이 옷은 저 옷보다 색상이 더 화려해요.,These clothes have a more vibrant color than those.,gpt-4o-mini,v2_structured,20251205_160208,train
6783,문화/예술,SNS 스타일,조건문,작품을 만들면 창의력이 발휘돼.,"If you create a piece of art, your creativity will shine.",gpt-4o-mini,v2_structured,20251205_160208,train
1773,식당,감정 표현 스타일,명령/요청문,특별한 날에는 이곳이 최고야.,This place is the best for special occasions.,gpt-4o-mini,v2_structured,20251205_160208,train
1197,건강,기술 설명체,복문,적절한 수면은 신체 회복에 필수적입니다.,Adequate sleep is essential for physical recovery.,gpt-4o-mini,v2_structured,20251205_160208,train
1879,식당,고객센터 안내 스타일,원인·결과문,식사 후에 디저트를 주문하면 기분이 좋아져요.,Ordering dessert after your meal can enhance your mood.,gpt-4o-mini,v2_structured,20251205_160208,train
2669,업무,기술 설명체,명령/요청문,상사에게 진행 상황을 보고할 필요가 있습니다.,It is necessary to report the progress to the supervisor.,gpt-4o-mini,v2_structured,20251205_160208,train
3172,교육,감정 표현 스타일,조건문,"만약 선생님께 질문을 한다면, 더 잘 이해할 수 있을 거야.","If you ask the teacher questions, you'll understand better.",gpt-4o-mini,v2_structured,20251205_160208,train
2017,기술,문어체(보고서 스타일),명령/요청문,사이버 보안은 현대 사회에서 필수적입니다.,Cybersecurity is essential in modern society.,gpt-4o-mini,v2_structured,20251205_160208,train
2006,기술,문어체(보고서 스타일),원인·결과문,사물인터넷 기술이 발전하면서 스마트 홈이 보편화되고 있습니다.,"As Internet of Things technology advances, smart homes are becoming more common.",gpt-4o-mini,v2_structured,20251205_160208,train
7461,쇼핑,감정 표현 스타일,원인·결과문,새로운 핸드백을 사서 기분이 한층 더 좋아졌어.,Buying a new handbag made me feel even better.,gpt-4o-mini,v2_structured,20251205_160208,train
3894,감정표현,문어체(보고서 스타일),원인·결과문,"스트레스를 받다 보니, 건강이 나빠졌다.","Due to the stress, my health deteriorated.",gpt-4o-mini,v2_structured,20251205_160208,train
9485,사회/뉴스,고객센터 안내 스타일,명령/요청문,자세한 정보는 웹사이트를 확인해 주세요.,Please check our website for more detailed information.,gpt-4o-mini,v2_structured,20251205_160208,train
3238,교육,조언/상담 스타일,조건문,힘든 과목은 처음에 집중해봐.,"If you focus on the difficult subjects first, it might be easier later.",gpt-4o-mini,v2_structured,20251205_160208,train
4425,경제/금융,SNS 스타일,원인·결과문,투자가 줄면 경제 성장에 악영향이 있어.,"If investments decrease, it negatively impacts economic growth.",gpt-4o-mini,v2_structured,20251205_160208,train
4745,스포츠,대화체,단문,테니스는 특히 여름에 좋아.,I especially enjoy tennis in the summer.,gpt-4o-mini,v2_structured,20251205_160208,train
2079,기술,뉴스 기사체,단문,인공지능 기술이 발전하고 있다.,Artificial intelligence technology is advancing.,gpt-4o-mini,v2_structured,20251205_160208,train
5220,기후/날씨,대화체,단문,비가 올 것 같아.,I think it might rain.,gpt-4o-mini,v2_structured,20251205_160208,train
397,여행,조언/상담 스타일,비교문,자연 경관이 아름다운 곳은 도시의 매력과 비교할 수 없어.,A place with beautiful natural scenery cannot be compared to the charm of a city.,gpt-4o-mini,v2_structured,20251205_160208,train
2789,업무,조언/상담 스타일,명령/요청문,모든 이메일에 신속하게 답변하는 것이 좋아.,It's good to respond quickly to all emails.,gpt-4o-mini,v2_structured,20251205_160208,train
6374,고객센터,뉴스 기사체,비교문,전화 상담은 기다리는 시간이 더 길다.,Phone consultations tend to have longer waiting times.,gpt-4o-mini,v2_structured,20251205_160208,train
9173,사회/뉴스,SNS 스타일,비교문,청년 실업률은 과거보다 높은 편이야.,Youth unemployment rates are higher compared to the past.,gpt-4o-mini,v2_structured,20251205_160208,train
4073,감정표현,기술 설명체,원인·결과문,실망은 기대에 미치지 못할 때 느낀다.,Disappointment is felt when expectations are unmet.,gpt-4o-mini,v2_structured,20251205_160208,train
5575,기후/날씨,조언/상담 스타일,단문,오늘은 비가 올 것 같아.,It looks like it will rain today.,gpt-4o-mini,v2_structured,20251205_160208,train
8250,IT/AI,뉴스 기사체,단문,클라우드 컴퓨팅은 기업의 효율성을 높인다.,Cloud computing increases the efficiency of businesses.,gpt-4o-mini,v2_structured,20251205_160208,train
9027,사회/뉴스,대화체,복문,요즘 경제 뉴스가 많이 변하고 있어.,"These days, the economic news is changing a lot.",gpt-4o-mini,v2_structured,20251205_160208,train
8015,직장 관계,고객센터 안내 스타일,단문,다른 팀과 협력할 필요가 있어요.,We need to collaborate with other teams.,gpt-4o-mini,v2_structured,20251205_160208,train
6459,고객센터,감정 표현 스타일,단문,우리 시스템이 잠시 장애가 발생했어요.,Our system is experiencing a temporary outage.,gpt-4o-mini,v2_structured,20251205_160208,train
1520,식당,문어체(보고서 스타일),비교문,직원들은 항상 친절하게 대해준다.,The staff always treat you kindly.,gpt-4o-mini,v2_structured,20251205_160208,train
7314,쇼핑,뉴스 기사체,조건문,친구와 함께 쇼핑을 가면 더 재미있을 거예요.,Shopping with a friend will make it more enjoyable.,gpt-4o-mini,v2_structured,20251205_160208,train
1379,건강,고객센터 안내 스타일,복문,스트레스를 관리하는 방법을 배우는 것이 필요할 수 있습니다.,It may be necessary to learn ways to manage stress effectively.,gpt-4o-mini,v2_structured,20251205_160208,train
5673,기후/날씨,고객센터 안내 스타일,비교문,눈 오는 날은 모든 것이 더 조용해 보여요.,"On snowy days, everything appears to be quieter.",gpt-4o-mini,v2_structured,20251205_160208,train
1024,건강,문어체(보고서 스타일),조건문,정기적으로 운동을 하면 건강을 유지할 수 있습니다.,Exercising regularly can help maintain your health.,gpt-4o-mini,v2_structured,20251205_160208,train
2588,업무,뉴스 기사체,비교문,이 프로젝트는 과거와 비교할 때 더 복잡합니다.,This project is more complex compared to previous ones.,gpt-4o-mini,v2_structured,20251205_160208,train
6630,고객센터,고객센터 안내 스타일,명령/요청문,문제를 해결하는 데 도움이 필요하신가요?,Do you need assistance in resolving an issue?,gpt-4o-mini,v2_structured,20251205_160208,train
5622,기후/날씨,조언/상담 스타일,원인·결과문,바람이 강하게 불면 산불 위험이 커질 수 있어요.,Strong winds can increase the risk of wildfires.,gpt-4o-mini,v2_structured,20251205_160208,train
6819,문화/예술,뉴스 기사체,단문,전통 음악은 한국 문화의 핵심이다.,Traditional music is at the heart of Korean culture.,gpt-4o-mini,v2_structured,20251205_160208,train
5009,스포츠,기술 설명체,조건문,아이스하키는 고속으로 진행되기 때문에 빠른 반응이 중요해.,"Since ice hockey is played at high speed, quick reactions are important.",gpt-4o-mini,v2_structured,20251205_160208,train
2858,교육,대화체,단문,책을 많이 읽는 것이 중요해.,It's important to read many books.,gpt-4o-mini,v2_structured,20251205_160208,train
8065,직장 관계,고객센터 안내 스타일,명령/요청문,문서 검토 후 피드백 부탁드립니다.,I would appreciate your feedback after reviewing the document.,gpt-4o-mini,v2_structured,20251205_160208,train
6387,고객센터,뉴스 기사체,원인·결과문,시스템 업데이트로 인해 대기 시간이 길어질 수 있습니다.,The waiting time may be extended due to the system update.,gpt-4o-mini,v2_structured,20251205_160208,train
1630,식당,뉴스 기사체,비교문,"그 식당은 분위기가 좋은 반면, 대기 시간이 길다.","Although that restaurant has a great atmosphere, the waiting time is quite long.",gpt-4o-mini,v2_structured,20251205_160208,train
4889,스포츠,SNS 스타일,조건문,"피겨 스케이팅이 하고 싶다면, 나한테 알려줘.","If you want to try figure skating, just let me know.",gpt-4o-mini,v2_structured,20251205_160208,train
4527,경제/금융,기술 설명체,조건문,수출이 감소하면 무역 적자가 발생할 수 있다.,"If exports decrease, a trade deficit may occur.",gpt-4o-mini,v2_structured,20251205_160208,train
3524,시간관리,뉴스 기사체,복문,정기적으로 휴식을 취하는 것이 중요합니다.,It is important to take regular breaks.,gpt-4o-mini,v2_structured,20251205_160208,train
6946,문화/예술,감정 표현 스타일,복문,나는 음악을 들을 때마다 감정이 넘쳐흘러.,"Every time I listen to music, emotions overflow within me.",gpt-4o-mini,v2_structured,20251205_160208,train
3608,시간관리,기술 설명체,원인·결과문,시간을 잘 관리하면 목표를 쉽게 달성할 수 있다.,"By managing time well, you can easily achieve your goals.",gpt-4o-mini,v2_structured,20251205_160208,train
8943,자기계발,조언/상담 스타일,원인·결과문,피드백을 받으면 성장할 기회를 얻게 돼.,Receiving feedback gives you the opportunity to grow.,gpt-4o-mini,v2_structured,20251205_160208,train
5221,기후/날씨,대화체,단문,내일은 바람이 많이 불래.,Tomorrow is supposed to be very windy.,gpt-4o-mini,v2_structured,20251205_160208,train
235,여행,뉴스 기사체,명령/요청문,이곳의 유명한 관광지를 방문해보세요.,Make sure to visit the famous attractions here.,gpt-4o-mini,v2_structured,20251205_160208,train
6924,문화/예술,기술 설명체,명령/요청문,한국의 전통 음악은 매우 다양하다.,Traditional Korean music is extremely diverse.,gpt-4o-mini,v2_structured,20251205_160208,train
3797,시간관리,고객센터 안내 스타일,명령/요청문,소중한 시간을 낭비하지 마세요.,Don’t waste your valuable time.,gpt-4o-mini,v2_structured,20251205_160208,train
4119,감정표현,감정 표현 스타일,비교문,사랑은 가끔 두려움보다 더 힘들어.,"Sometimes, love is harder than fear.",gpt-4o-mini,v2_structured,20251205_160208,train
5002,스포츠,기술 설명체,조건문,"농구를 잘하고 싶다면, 기본기를 연습해야 해요.","If you want to excel in basketball, you must practice the fundamentals.",gpt-4o-mini,v2_structured,20251205_160208,train
3801,감정표현,대화체,단문,너랑 함께할 수 있어 행복해.,I'm happy to be with you.,gpt-4o-mini,v2_structured,20251205_160208,train
6735,문화/예술,문어체(보고서 스타일),원인·결과문,서양 미술의 발전은 인류의 창의성을 반영합니다.,The development of Western art reflects the creativity of humanity.,gpt-4o-mini,v2_structured,20251205_160208,train
8027,직장 관계,고객센터 안내 스타일,복문,업무가 끝난 후에 잠깐 이야기를 나눌까요?,Shall we have a quick chat after work?,gpt-4o-mini,v2_structured,20251205_160208,train
5025,스포츠,기술 설명체,원인·결과문,테니스는 빠른 반사신경을 요구한다.,Tennis demands quick reflexes from its players.,gpt-4o-mini,v2_structured,20251205_160208,train
1949,기술,대화체,명령/요청문,요즘 인공지능이 정말 대세야.,"These days, artificial intelligence is really the trend.",gpt-4o-mini,v2_structured,20251205_160208,train
471,여행,고객센터 안내 스타일,명령/요청문,비행기 좌석을 변경하고 싶어요.,I would like to change my flight seat.,gpt-4o-mini,v2_structured,20251205_160208,train
6741,문화/예술,문어체(보고서 스타일),원인·결과문,디자인은 일상생활에서 중요한 역할을 합니다.,Design plays a crucial role in daily life.,gpt-4o-mini,v2_structured,20251205_160208,train
3493,시간관리,SNS 스타일,원인·결과문,불필요한 시간을 줄이면 여유가 생겨.,Cutting down on wasted time gives you more free time.,gpt-4o-mini,v2_structured,20251205_160208,train
2672,업무,기술 설명체,명령/요청문,이메일에 답변을 빠르게 해 주세요.,Please respond to the email quickly.,gpt-4o-mini,v2_structured,20251205_160208,train
9304,사회/뉴스,기술 설명체,원인·결과문,정치적 불안정성이 지속되자 경제 성장에 악영향을 미치고 있다.,"As political instability continues, it adversely affects economic growth.",gpt-4o-mini,v2_structured,20251205_160208,train
2225,기술,감정 표현 스타일,조건문,"네가 기술을 잘 활용한다면, 더욱 창의적인 결과를 얻을 수 있을 거야.","If you make good use of technology, you can achieve more creative results.",gpt-4o-mini,v2_structured,20251205_160208,train
1107,건강,SNS 스타일,원인·결과문,과일을 많이 먹으면 비타민 섭취가 늘어나.,Eating more fruits increases your vitamin intake.,gpt-4o-mini,v2_structured,20251205_160208,train
2189,기술,기술 설명체,명령/요청문,프로그램을 실행하려면 이 버튼을 클릭하세요.,Click this button to run the program.,gpt-4o-mini,v2_structured,20251205_160208,train
819,일상생활,감정 표현 스타일,명령/요청문,커피 한 잔 마시러 가자.,Let's go have a cup of coffee.,gpt-4o-mini,v2_structured,20251205_160208,train
5572,기후/날씨,감정 표현 스타일,명령/요청문,무더위 속에서 어떻게 지내?,How are you managing in this heat?,gpt-4o-mini,v2_structured,20251205_160208,train
4524,경제/금융,기술 설명체,조건문,경제 성장률이 높아지면 고용이 증가할 것이다.,"If the economic growth rate increases, employment will rise.",gpt-4o-mini,v2_structured,20251205_160208,train
8331,IT/AI,기술 설명체,조건문,"기계 학습 모델이 정확성을 높인다면, 예측의 신뢰성이 증가할 것이다.","If machine learning models improve their accuracy, the reliability of predictions will increase.",gpt-4o-mini,v2_structured,20251205_160208,train
7390,쇼핑,기술 설명체,비교문,오프라인 쇼핑은 직원의 도움을 받을 수 있는 장점이 있다.,One advantage of shopping in person is the assistance you can receive from staff.,gpt-4o-mini,v2_structured,20251205_160208,train
2625,업무,기술 설명체,복문,업무 회의는 매주 월요일에 열립니다.,The business meeting takes place every Monday.,gpt-4o-mini,v2_structured,20251205_160208,train
6333,고객센터,SNS 스타일,원인·결과문,그들의 도움 덕분에 빠르게 상황이 나아졌어.,"Thanks to their help, the situation improved quickly.",gpt-4o-mini,v2_structured,20251205_160208,train
8917,자기계발,조언/상담 스타일,복문,자기 자신에게 관대해지는 것이 필요해.,It's important to be kind to yourself.,gpt-4o-mini,v2_structured,20251205_160208,train
9414,사회/뉴스,조언/상담 스타일,원인·결과문,정보가 부족하면 잘못된 판단을 할 수 있어요.,"When information is lacking, you can make wrong judgments.",gpt-4o-mini,v2_structured,20251205_160208,train
889,일상생활,고객센터 안내 스타일,단문,환불 정책에 대해 설명해 주세요.,Could you explain the refund policy?,gpt-4o-mini,v2_structured,20251205_160208,train
2438,업무,문어체(보고서 스타일),단문,업무 효율성을 높이기 위해 교육이 필요합니다.,Training is necessary to improve work efficiency.,gpt-4o-mini,v2_structured,20251205_160208,train
818,일상생활,감정 표현 스타일,명령/요청문,집에서 좀 쉬고 싶어.,I just want to relax at home.,gpt-4o-mini,v2_structured,20251205_160208,train
8543,IT/AI,고객센터 안내 스타일,명령/요청문,신규 서비스에 대해 알아보세요.,Discover our new services.,gpt-4o-mini,v2_structured,20251205_160208,train
3415,시간관리,문어체(보고서 스타일),조건문,"만약 휴식을 취하지 않으면, 생산성이 떨어질 것이다.","If breaks are not taken, productivity will decrease.",gpt-4o-mini,v2_structured,20251205_160208,train
2342,기술,고객센터 안내 스타일,조건문,"재설정할 필요가 있으면, 설정 메뉴를 이용하세요.","If you need to reset your device, use the settings menu.",gpt-4o-mini,v2_structured,20251205_160208,train
8566,자기계발,대화체,조건문,긍정적으로 생각하면 좋은 기회를 얻을 거야.,"If you think positively, you'll attract great opportunities.",gpt-4o-mini,v2_structured,20251205_160208,train
3168,교육,감정 표현 스타일,복문,미래를 위해서는 다양한 지식이 필요해.,A diverse range of knowledge is necessary for the future.,gpt-4o-mini,v2_structured,20251205_160208,train
8052,직장 관계,고객센터 안내 스타일,원인·결과문,업무 분담이 효율성을 높입니다.,Delegating tasks increases efficiency.,gpt-4o-mini,v2_structured,20251205_160208,train
7173,쇼핑,대화체,명령/요청문,선물 포장도 가능해?,Is gift wrapping available?,gpt-4o-mini,v2_structured,20251205_160208,train
1265,건강,감정 표현 스타일,조건문,잠을 충분히 자면 건강이 개선될 거예요.,"If you get enough sleep, your health will improve.",gpt-4o-mini,v2_structured,20251205_160208,train
5087,스포츠,감정 표현 스타일,원인·결과문,심판의 결정이 논란을 일으켰어.,The referee's decision sparked a controversy.,gpt-4o-mini,v2_structured,20251205_160208,train
6649,문화/예술,대화체,복문,한국의 현대 미술은 세계적으로도 주목받고 있어.,Korean contemporary art is gaining attention worldwide.,gpt-4o-mini,v2_structured,20251205_160208,train
5195,스포츠,고객센터 안내 스타일,비교문,"탁구는 반사 신경이 중요한 스포츠이고, 요가는 심신의 안정에 도움을 줍니다.","Table tennis is a sport that requires quick reflexes, while yoga helps with mental and physical stability.",gpt-4o-mini,v2_structured,20251205_160208,train
4450,경제/금융,뉴스 기사체,단문,실업률이 낮아지면서 고용 시장이 회복되고 있다.,The employment market is recovering as the unemployment rate decreases.,gpt-4o-mini,v2_structured,20251205_160208,train
4946,스포츠,뉴스 기사체,조건문,다음 주에 경기 일정이 잡혔다면 알려주세요.,Please let me know if the match schedule is set for next week.,gpt-4o-mini,v2_structured,20251205_160208,train
4046,감정표현,기술 설명체,복문,너의 웃음은 나에게 큰 기쁨이야.,Your laughter brings me immense joy.,gpt-4o-mini,v2_structured,20251205_160208,train
7873,직장 관계,기술 설명체,원인·결과문,"좋은 직장 문화를 유지하면, 직원들의 만족도가 높아진다.",Maintaining a positive workplace culture results in higher employee satisfaction.,gpt-4o-mini,v2_structured,20251205_160208,train
8796,자기계발,기술 설명체,복문,매일 조금씩이라도 발전하려고 노력하는 것이 중요하다.,"It is important to strive for improvement, even if it's just a little each day.",gpt-4o-mini,v2_structured,20251205_160208,train
8785,자기계발,기술 설명체,단문,목표를 설정하면 성취감을 느낀다.,Setting goals gives you a sense of achievement.,gpt-4o-mini,v2_structured,20251205_160208,train
5591,기후/날씨,조언/상담 스타일,복문,태풍이 올 때는 안전한 장소에 머무르는 게 제일 중요해.,"When a typhoon approaches, staying in a safe place is the most important.",gpt-4o-mini,v2_structured,20251205_160208,train
1229,건강,기술 설명체,원인·결과문,정기적인 건강 검진은 조기 발견을 돕는다.,Regular health check-ups assist in early detection.,gpt-4o-mini,v2_structured,20251205_160208,train
8541,IT/AI,고객센터 안내 스타일,명령/요청문,저희 웹사이트를 방문해 보세요.,Please visit our website for more information.,gpt-4o-mini,v2_structured,20251205_160208,train
6077,교통,조언/상담 스타일,조건문,대중교통의 시간을 확인하고 출발하는 것이 좋겠어.,It’s a good idea to check the public transport schedule before you leave.,gpt-4o-mini,v2_structured,20251205_160208,train
5142,스포츠,조언/상담 스타일,원인·결과문,팀워크가 부족하면 경기에 지기 쉬워.,"If there's a lack of teamwork, you're likely to lose the game.",gpt-4o-mini,v2_structured,20251205_160208,train
53,여행,대화체,명령/요청문,추천할 만한 관광지가 있어?,Do you have any recommendations for tourist attractions?,gpt-4o-mini,v2_structured,20251205_160208,train
7826,직장 관계,뉴스 기사체,명령/요청문,정기적인 피드백이 필요해.,Regular feedback is necessary.,gpt-4o-mini,v2_structured,20251205_160208,train
7708,직장 관계,문어체(보고서 스타일),명령/요청문,갈등이 발생할 경우 즉시 해결해야 해.,Address any conflicts immediately when they arise.,gpt-4o-mini,v2_structured,20251205_160208,train
160,여행,SNS 스타일,원인·결과문,"바다가 보이는 숙소를 선택했어, 그래서 매일 아침 바다를 바라보며 일어나.","I chose an accommodation with an ocean view, so I wake up every morning looking at the sea.",gpt-4o-mini,v2_structured,20251205_160208,train
8327,IT/AI,기술 설명체,복문,AI 윤리는 기술의 발전에 따라 매우 중요한 이슈가 되고 있습니다.,AI ethics is becoming a critical issue as technology advances.,gpt-4o-mini,v2_structured,20251205_160208,train
1588,식당,SNS 스타일,원인·결과문,가격이 비싸서 고민 중이야.,I'm hesitant because the prices are expensive.,gpt-4o-mini,v2_structured,20251205_160208,train
1590,식당,SNS 스타일,명령/요청문,여기 피자 맛있어!,The pizza here is delicious!,gpt-4o-mini,v2_structured,20251205_160208,train
9345,사회/뉴스,감정 표현 스타일,비교문,사회가 발전할수록 개인의 자유는 더 제한된다.,"As society progresses, individual freedoms tend to become more restricted.",gpt-4o-mini,v2_structured,20251205_160208,train
8855,자기계발,감정 표현 스타일,복문,긍정적인 사고방식이 인생을 변화시킬 수 있어.,A positive mindset can change your life in remarkable ways.,gpt-4o-mini,v2_structured,20251205_160208,train
8371,IT/AI,감정 표현 스타일,단문,코딩을 배우는 건 재미있어.,Learning to code is so much fun.,gpt-4o-mini,v2_structured,20251205_160208,train
8732,자기계발,뉴스 기사체,단문,성공은 꾸준한 노력의 결과입니다.,Success is the result of consistent effort.,gpt-4o-mini,v2_structured,20251205_160208,train
6867,문화/예술,뉴스 기사체,명령/요청문,한국의 영화 산업은 빠르게 성장하고 있습니다.,The Korean film industry is growing rapidly.,gpt-4o-mini,v2_structured,20251205_160208,train
3859,감정표현,문어체(보고서 스타일),단문,이 순간이 너무 소중해요.,This moment is so precious.,gpt-4o-mini,v2_structured,20251205_160208,train
9318,사회/뉴스,감정 표현 스타일,단문,우리 사회의 문제들이 더 이상 외면받지 않기를 원해.,I want the issues in our society to no longer be ignored.,gpt-4o-mini,v2_structured,20251205_160208,train
5971,교통,기술 설명체,원인·결과문,교통 체증이 심하면 이동 시간이 늘어난다.,"When traffic congestion is severe, travel time increases.",gpt-4o-mini,v2_structured,20251205_160208,train
2829,업무,고객센터 안내 스타일,비교문,자주 묻는 질문은 웹사이트에서 쉽게 찾을 수 있습니다.,Frequently asked questions can be easily found on our website.,gpt-4o-mini,v2_structured,20251205_160208,train
437,여행,고객센터 안내 스타일,복문,관광 명소에 대한 정보가 필요하신가요?,Do you need information about tourist attractions?,gpt-4o-mini,v2_structured,20251205_160208,train
7445,쇼핑,감정 표현 스타일,비교문,저 옷은 이 옷보다 색깔이 더 화려해.,That dress has a much brighter color than this one.,gpt-4o-mini,v2_structured,20251205_160208,train
3879,감정표현,문어체(보고서 스타일),조건문,기분이 나쁠 때는 혼자 있는 시간을 가져야 해.,"When you're feeling down, you should take some time to yourself.",gpt-4o-mini,v2_structured,20251205_160208,train
1589,식당,SNS 스타일,원인·결과문,친구가 추천해서 이곳에 오게 됐어.,I came here because my friend recommended it.,gpt-4o-mini,v2_structured,20251205_160208,train
2781,업무,조언/상담 스타일,원인·결과문,자신의 능력을 믿으면 더 큰 도전을 할 수 있어요.,Believing in your abilities allows you to take on bigger challenges.,gpt-4o-mini,v2_structured,20251205_160208,train
8522,IT/AI,고객센터 안내 스타일,비교문,"오픈소스 소프트웨어는 비용 효율적이지만, 지원이 부족할 수 있어요.","Open-source software is cost-effective, but it may lack support.",gpt-4o-mini,v2_structured,20251205_160208,train
8038,직장 관계,고객센터 안내 스타일,조건문,"건강 문제로 결근할 경우, 미리 연락해 주세요.","If you are going to be absent due to health issues, please inform us in advance.",gpt-4o-mini,v2_structured,20251205_160208,train
5687,기후/날씨,고객센터 안내 스타일,명령/요청문,주말에는 비가 올 가능성이 높습니다.,There is a high chance of rain this weekend.,gpt-4o-mini,v2_structured,20251205_160208,train
8016,직장 관계,고객센터 안내 스타일,단문,업무를 효율적으로 처리하는 것이 중요합니다.,It is important to handle tasks efficiently.,gpt-4o-mini,v2_structured,20251205_160208,train
